fragment,state,sport,role,school,coach_name,ad_name,source_url,verify
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Cross Country,Head Coach,White Bear Lake High School,Corey Larson,Brian Peloquin,https://www.mshsl.org/api/coaches/589502,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Cross Country,Assistant Coach,White Bear Lake High School,Riley Martin,Brian Peloquin,https://www.mshsl.org/api/coaches/589502,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Cross Country,Assistant Coach,White Bear Lake High School,Robert Briggs,Brian Peloquin,https://www.mshsl.org/api/coaches/589502,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Head Coach,White Bear Lake High School,Audrey Kirschling,Brian Peloquin,https://www.mshsl.org/api/coaches/589503,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Assistant Coach,White Bear Lake High School,Philip Meyers,Brian Peloquin,https://www.mshsl.org/api/coaches/589503,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Assistant Coach,White Bear Lake High School,Shawn Gritzmacher,Brian Peloquin,https://www.mshsl.org/api/coaches/589503,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Assistant Coach,White Bear Lake High School,Lydia,Brian Peloquin,https://www.mshsl.org/api/coaches/589503,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Assistant Coach,White Bear Lake High School,Jennifer Larson,Brian Peloquin,https://www.mshsl.org/api/coaches/589503,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,White Bear Lake High School,Jesse Reynolds,Brian Peloquin,https://www.mshsl.org/api/coaches/589526,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,White Bear Lake High School,Patricia Percival,Brian Peloquin,https://www.mshsl.org/api/coaches/589526,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,White Bear Lake High School,Tiffini Kramer,Brian Peloquin,https://www.mshsl.org/api/coaches/589526,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Head Coach,White Bear Lake High School,James (Seton) Foster,Brian Peloquin,https://www.mshsl.org/api/coaches/589526,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,White Bear Lake High School,Dan Kovacich,Brian Peloquin,https://www.mshsl.org/api/coaches/589526,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,White Bear Lake High School,Michael Rausch,Brian Peloquin,https://www.mshsl.org/api/coaches/589526,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,White Bear Lake High School,Oz Larsen,Brian Peloquin,https://www.mshsl.org/api/coaches/589526,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,White Bear Lake High School,Thomas Mestnik,Brian Peloquin,https://www.mshsl.org/api/coaches/589526,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,White Bear Lake High School,Lisa Irsfeld,Brian Peloquin,https://www.mshsl.org/api/coaches/589526,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,White Bear Lake High School,Charles Steiner,Brian Peloquin,https://www.mshsl.org/api/coaches/589526,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,White Bear Lake High School,Corey Larson,Brian Peloquin,https://www.mshsl.org/api/coaches/589526,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,White Bear Lake High School,Jeffrey Dick,Brian Peloquin,https://www.mshsl.org/api/coaches/589526,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,White Bear Lake High School,Kevin Ford,Brian Peloquin,https://www.mshsl.org/api/coaches/589526,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,White Bear Lake High School,Christian Bowen,Brian Peloquin,https://www.mshsl.org/api/coaches/589526,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Head Coach,White Bear Lake High School,Brianna Seibel,Brian Peloquin,https://www.mshsl.org/api/coaches/589527,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,White Bear Lake High School,Abigail Vadnais,Brian Peloquin,https://www.mshsl.org/api/coaches/589527,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,White Bear Lake High School,Jenna Powers,Brian Peloquin,https://www.mshsl.org/api/coaches/589527,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,White Bear Lake High School,Shane Swanberg,Brian Peloquin,https://www.mshsl.org/api/coaches/589527,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,White Bear Lake High School,Wyatt Benson,Brian Peloquin,https://www.mshsl.org/api/coaches/589527,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,White Bear Lake High School,Audrey Kirschling,Brian Peloquin,https://www.mshsl.org/api/coaches/589527,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,White Bear Lake High School,Philip Meyers,Brian Peloquin,https://www.mshsl.org/api/coaches/589527,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,White Bear Lake High School,Angela,Brian Peloquin,https://www.mshsl.org/api/coaches/589527,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,White Bear Lake High School,Madelyn,Brian Peloquin,https://www.mshsl.org/api/coaches/589527,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,White Bear Lake High School,Megan,Brian Peloquin,https://www.mshsl.org/api/coaches/589527,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,White Bear Lake High School,Alexandra Heifort,Brian Peloquin,https://www.mshsl.org/api/coaches/589527,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,White Bear Lake High School,Lydia,Brian Peloquin,https://www.mshsl.org/api/coaches/589527,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,White Bear Lake High School,Annaliese Miller,Brian Peloquin,https://www.mshsl.org/api/coaches/589527,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,,Athletic Director,White Bear Lake High School,,Brian Peloquin,https://www.mshsl.org/schools/white-bear-lake-area-high-school,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Cross Country,Head Coach,Rochester John Marshall,Michael Sonnabend,Brian Ihrke,https://www.mshsl.org/api/coaches/588451,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Cross Country,Assistant Coach,Rochester John Marshall,Dan Feda,Brian Ihrke,https://www.mshsl.org/api/coaches/588451,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Assistant Coach,Rochester John Marshall,April Strohm,Brian Ihrke,https://www.mshsl.org/api/coaches/588452,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Head Coach,Rochester John Marshall,Dakota Hiller,Brian Ihrke,https://www.mshsl.org/api/coaches/588452,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Assistant Coach,Rochester John Marshall,Elizabeth Mallon,Brian Ihrke,https://www.mshsl.org/api/coaches/588452,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Assistant Coach,Rochester John Marshall,Sarah Ann Butterfass,Brian Ihrke,https://www.mshsl.org/api/coaches/588452,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Rochester John Marshall,Michael Sonnabend,Brian Ihrke,https://www.mshsl.org/api/coaches/588475,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Rochester John Marshall,Dan Feda,Brian Ihrke,https://www.mshsl.org/api/coaches/588475,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Rochester John Marshall,Justin Rein,Brian Ihrke,https://www.mshsl.org/api/coaches/588475,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Rochester John Marshall,Kyle Riggott,Brian Ihrke,https://www.mshsl.org/api/coaches/588475,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Head Coach,Rochester John Marshall,Lucas Fisher,Brian Ihrke,https://www.mshsl.org/api/coaches/588475,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Rochester John Marshall,Emily Ellson,Brian Ihrke,https://www.mshsl.org/api/coaches/588475,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Rochester John Marshall,Jacob Riggott,Brian Ihrke,https://www.mshsl.org/api/coaches/588475,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Rochester John Marshall,Hayden Ashworth,Brian Ihrke,https://www.mshsl.org/api/coaches/588475,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Rochester John Marshall,Delanie Siewert,Brian Ihrke,https://www.mshsl.org/api/coaches/588475,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Rochester John Marshall,Dakota Hiller,Brian Ihrke,https://www.mshsl.org/api/coaches/588476,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Rochester John Marshall,Kyle Riggott,Brian Ihrke,https://www.mshsl.org/api/coaches/588476,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Rochester John Marshall,Lucas Fisher,Brian Ihrke,https://www.mshsl.org/api/coaches/588476,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Rochester John Marshall,Emily Ellson,Brian Ihrke,https://www.mshsl.org/api/coaches/588476,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Rochester John Marshall,Jacob Riggott,Brian Ihrke,https://www.mshsl.org/api/coaches/588476,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Head Coach,Rochester John Marshall,Brandon Stanek,Brian Ihrke,https://www.mshsl.org/api/coaches/588476,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Rochester John Marshall,Hayden Ashworth,Brian Ihrke,https://www.mshsl.org/api/coaches/588476,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Rochester John Marshall,Justin Rein,Brian Ihrke,https://www.mshsl.org/api/coaches/588476,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Rochester John Marshall,Delanie Siewert,Brian Ihrke,https://www.mshsl.org/api/coaches/588476,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,,Athletic Director,Rochester John Marshall,,Brian Ihrke,https://www.mshsl.org/schools/rochester-john-marshall,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Cross Country,Head Coach,Roseville Area High School,Brian Bailey,Adrian Turner,https://www.mshsl.org/api/coaches/592765,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Cross Country,Assistant Coach,Roseville Area High School,Dan Wahlstedt,Adrian Turner,https://www.mshsl.org/api/coaches/592765,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Head Coach,Roseville Area High School,Mary Schifsky,Adrian Turner,https://www.mshsl.org/api/coaches/592766,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Assistant Coach,Roseville Area High School,Collin Kiley,Adrian Turner,https://www.mshsl.org/api/coaches/592766,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Assistant Coach,Roseville Area High School,Mark Schifsky,Adrian Turner,https://www.mshsl.org/api/coaches/592766,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Head Coach,Roseville Area High School,Brian Bailey,Adrian Turner,https://www.mshsl.org/api/coaches/592790,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Roseville Area High School,Michael Grant,Adrian Turner,https://www.mshsl.org/api/coaches/592790,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Roseville Area High School,Jeff Hertel,Adrian Turner,https://www.mshsl.org/api/coaches/592790,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Roseville Area High School,Chris Peterson,Adrian Turner,https://www.mshsl.org/api/coaches/592790,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Roseville Area High School,Allison Weiker,Adrian Turner,https://www.mshsl.org/api/coaches/592790,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Roseville Area High School,Dan Wahlstedt,Adrian Turner,https://www.mshsl.org/api/coaches/592790,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Roseville Area High School,Zach Holman,Adrian Turner,https://www.mshsl.org/api/coaches/592790,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Roseville Area High School,Mary Schifsky,Adrian Turner,https://www.mshsl.org/api/coaches/592791,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Head Coach,Roseville Area High School,Greg Ueland,Adrian Turner,https://www.mshsl.org/api/coaches/592791,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Roseville Area High School,Chris Peterson,Adrian Turner,https://www.mshsl.org/api/coaches/592791,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Roseville Area High School,Sarah Bruess,Adrian Turner,https://www.mshsl.org/api/coaches/592791,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Roseville Area High School,Nash Lueken,Adrian Turner,https://www.mshsl.org/api/coaches/592791,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Roseville Area High School,Tazhanae Gant,Adrian Turner,https://www.mshsl.org/api/coaches/592791,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Roseville Area High School,Allison Weiker,Adrian Turner,https://www.mshsl.org/api/coaches/592791,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Roseville Area High School,David Brooks,Adrian Turner,https://www.mshsl.org/api/coaches/592791,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Roseville Area High School,Hattie DeVries,Adrian Turner,https://www.mshsl.org/api/coaches/592791,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Roseville Area High School,Mark Schifsky,Adrian Turner,https://www.mshsl.org/api/coaches/592791,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Roseville Area High School,Collin Kiley,Adrian Turner,https://www.mshsl.org/api/coaches/592791,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Roseville Area High School,Erin Ruby Beer,Adrian Turner,https://www.mshsl.org/api/coaches/592791,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Roseville Area High School,Zach Holman,Adrian Turner,https://www.mshsl.org/api/coaches/592791,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,,Athletic Director,Roseville Area High School,,Adrian Turner,https://www.mshsl.org/schools/roseville-area-high-school,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Cross Country,Assistant Coach,Cambridge-Isanti High School,Linda Droubie,Matthew Braaten,https://www.mshsl.org/api/coaches/588136,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Cross Country,Head Coach,Cambridge-Isanti High School,Josh Lowman,Matthew Braaten,https://www.mshsl.org/api/coaches/588136,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Cross Country,Assistant Coach,Cambridge-Isanti High School,Brooke White,Matthew Braaten,https://www.mshsl.org/api/coaches/588136,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Assistant Coach,Cambridge-Isanti High School,Linda Droubie,Matthew Braaten,https://www.mshsl.org/api/coaches/588137,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Head Coach,Cambridge-Isanti High School,Josh Lowman,Matthew Braaten,https://www.mshsl.org/api/coaches/588137,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Assistant Coach,Cambridge-Isanti High School,Brooke White,Matthew Braaten,https://www.mshsl.org/api/coaches/588137,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Cambridge-Isanti High School,Stacey Nelson,Matthew Braaten,https://www.mshsl.org/api/coaches/588155,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Head Coach,Cambridge-Isanti High School,Kent Viesselman,Matthew Braaten,https://www.mshsl.org/api/coaches/588155,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Cambridge-Isanti High School,Clinton Lundeen,Matthew Braaten,https://www.mshsl.org/api/coaches/588155,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Cambridge-Isanti High School,Kyle Willette,Matthew Braaten,https://www.mshsl.org/api/coaches/588155,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Cambridge-Isanti High School,Jarad Ziebarth,Matthew Braaten,https://www.mshsl.org/api/coaches/588155,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Cambridge-Isanti High School,Jacob Ziebarth,Matthew Braaten,https://www.mshsl.org/api/coaches/588155,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Cambridge-Isanti High School,Joseph Simons Jr,Matthew Braaten,https://www.mshsl.org/api/coaches/588155,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Cambridge-Isanti High School,Ben Geisler,Matthew Braaten,https://www.mshsl.org/api/coaches/588155,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Head Coach,Cambridge-Isanti High School,Michael Galligan,Matthew Braaten,https://www.mshsl.org/api/coaches/588156,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Cambridge-Isanti High School,Stacey Nelson,Matthew Braaten,https://www.mshsl.org/api/coaches/588156,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Cambridge-Isanti High School,Kyle Willette,Matthew Braaten,https://www.mshsl.org/api/coaches/588156,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Cambridge-Isanti High School,Emma Gross,Matthew Braaten,https://www.mshsl.org/api/coaches/588156,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Cambridge-Isanti High School,Clinton Lundeen,Matthew Braaten,https://www.mshsl.org/api/coaches/588156,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Cambridge-Isanti High School,Jacob Ziebarth,Matthew Braaten,https://www.mshsl.org/api/coaches/588156,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Cambridge-Isanti High School,Joseph Simons Jr,Matthew Braaten,https://www.mshsl.org/api/coaches/588156,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Cambridge-Isanti High School,Angela Larson,Matthew Braaten,https://www.mshsl.org/api/coaches/588156,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,,Athletic Director,Cambridge-Isanti High School,,Matthew Braaten,https://www.mshsl.org/schools/cambridge-isanti-high-school,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Cross Country,Head Coach,Owatonna High School,Luke Holt,Marc Achterkirch,https://www.mshsl.org/api/coaches/588582,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Cross Country,Assistant Coach,Owatonna High School,Jacob Jensen,Marc Achterkirch,https://www.mshsl.org/api/coaches/588582,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Head Coach,Owatonna High School,Tasheena Cooke,Marc Achterkirch,https://www.mshsl.org/api/coaches/588583,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Assistant Coach,Owatonna High School,Robert Winterfeld,Marc Achterkirch,https://www.mshsl.org/api/coaches/588583,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Cross Country,Assistant Coach,Owatonna High School,Courtney Hugstad-Vaa Leer,Marc Achterkirch,https://www.mshsl.org/api/coaches/588583,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Head Coach,Owatonna High School,Kevin Stelter,Marc Achterkirch,https://www.mshsl.org/api/coaches/588604,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Owatonna High School,Douglas Maine,Marc Achterkirch,https://www.mshsl.org/api/coaches/588604,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Owatonna High School,Jerry Eggermont,Marc Achterkirch,https://www.mshsl.org/api/coaches/588604,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Owatonna High School,Luke Holt,Marc Achterkirch,https://www.mshsl.org/api/coaches/588604,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Owatonna High School,Ken Ringhofer,Marc Achterkirch,https://www.mshsl.org/api/coaches/588604,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Owatonna High School,Joey Gleason,Marc Achterkirch,https://www.mshsl.org/api/coaches/588604,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Owatonna High School,Debby Gleason,Marc Achterkirch,https://www.mshsl.org/api/coaches/588604,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Boys Track and Field,Assistant Coach,Owatonna High School,james markowitz,Marc Achterkirch,https://www.mshsl.org/api/coaches/588604,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Owatonna High School,Amy Lageson,Marc Achterkirch,https://www.mshsl.org/api/coaches/588605,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Owatonna High School,Douglas Maine,Marc Achterkirch,https://www.mshsl.org/api/coaches/588605,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/MN.csv,MN,Girls Track and Field,Assistant Coach,Owatonna High School,Ken Ringhofer,Marc Achterkirch,https://www.mshsl.org/api/coaches/588605,ok
