fragment,state,sport,role,school,coach_name,ad_name,source_url,verify
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Cross Country,Head Coach,CHETEK-WEYERHAEUSER,Tim Tschumperlin,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=71&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Head Coach,CHETEK-WEYERHAEUSER,Matt Buchman,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=71&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Cross Country,Head Coach,CHILTON,Rocky Gozdziewski,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=72&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,CHILTON,Tracy Bartels,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=72&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Head Coach,CHILTON,Rocky Gozdziewski,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=72&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,CHILTON,David Schmitt,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=72&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Cross Country,Head Coach,CHILTON,Rocky Gozdziewski,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=72&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Assistant Coach,CHILTON,Mary Kay Jannette,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=72&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Head Coach,CHILTON,Rocky Gozdziewski,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=72&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Cross Country,Head Coach,CHIPPEWA FALLS,Trevin Nelson,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=73&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,CHIPPEWA FALLS,Eric Moe,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=73&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,CHIPPEWA FALLS,Douglas Clary,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=73&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,CHIPPEWA FALLS,Madelyn Hedrington,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=73&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Head Coach,CHIPPEWA FALLS,Aaron Knez,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=73&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,CHIPPEWA FALLS,Chris King,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=73&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,CHIPPEWA FALLS,Jamie Friederich,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=73&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Cross Country,Head Coach,CHIPPEWA FALLS,Trevin Nelson,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=73&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Cross Country,Assistant Coach,CHIPPEWA FALLS,Katie Faris,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=73&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Assistant Coach,CHIPPEWA FALLS,Jodi Klawiter,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=73&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Head Coach,CHIPPEWA FALLS,Trevin Nelson,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=73&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Cross Country,Head Coach,CLAYTON,Megan Kerr,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=74&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Cross Country,Assistant Coach,CLAYTON,Laura Christenson,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=74&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Head Coach,CLAYTON,WENDY DALLMANN,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=74&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,CLAYTON,Laura Christenson,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=74&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,CLAYTON,Jessica King,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=74&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Cross Country,Head Coach,CLAYTON,Megan Kerr,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=74&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Cross Country,Assistant Coach,CLAYTON,Laura Christenson,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=74&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Assistant Coach,CLAYTON,Jessica King,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=74&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Head Coach,CLAYTON,WENDY DALLMANN,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=74&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Assistant Coach,CLAYTON,Laura Christenson,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=74&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Cross Country,Assistant Coach,CLEAR LAKE,Marci Meyer,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=75&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Cross Country,Head Coach,CLEAR LAKE,Josy Wood,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=75&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Head Coach,CLEAR LAKE,Marci Meyer,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=75&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Cross Country,Head Coach,CLEAR LAKE,Josy Wood,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=75&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Cross Country,Assistant Coach,CLEAR LAKE,Marci Meyer,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=75&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Head Coach,CLEAR LAKE,Jennifer Munson,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=75&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Assistant Coach,CLEAR LAKE,Jesse Schneider,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=75&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Assistant Coach,CLEAR LAKE,Josy Wood,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=75&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Cross Country,Head Coach,CLINTON,Shayna Mueller,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=76&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Cross Country,Head Coach,CLINTON,William Uffenbeck,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=76&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Head Coach,CLINTON,Darin Wecker,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=76&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Cross Country,Head Coach,CLINTON,Shayna Mueller,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=76&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Head Coach,CLINTON,Stacy Beals,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=76&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Cross Country,Head Coach,CLINTONVILLE,Jeff Crumbaugh,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=77&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,CLINTONVILLE,Jim Ash,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=77&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,CLINTONVILLE,Jacob Grenke,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=77&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,CLINTONVILLE,Jeff Crumbaugh,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=77&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,CLINTONVILLE,Larry Czarnecki,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=77&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Cross Country,Head Coach,CLINTONVILLE,Jeff Crumbaugh,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=77&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Assistant Coach,CLINTONVILLE,Jim Ash,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=77&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Assistant Coach,CLINTONVILLE,Jacob Grenke,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=77&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Assistant Coach,CLINTONVILLE,Jeff Crumbaugh,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=77&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Assistant Coach,CLINTONVILLE,Larry Czarnecki,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=77&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Cross Country,Head Coach,COCHRANE-FOUNTAIN CITY,Ashley Duellman,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=78&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Head Coach,COCHRANE-FOUNTAIN CITY,Paige Allemann,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=78&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Cross Country,Head Coach,COCHRANE-FOUNTAIN CITY,Ashley Duellman,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=78&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Assistant Coach,COCHRANE-FOUNTAIN CITY,Nicole Hunger,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=78&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Cross Country,Head Coach,COLBY,Bryon Graun,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=79&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Head Coach,COLBY,Chrisie Wright,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=79&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,COLBY,Malayna Rieck,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=79&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Head Coach,COLBY,Bryon Graun,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=79&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,COLBY,McKenzie Parnewicz,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=79&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Cross Country,Head Coach,COLBY,Bryon Graun,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=79&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Head Coach,COLBY,Chrisie Wright,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=79&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Assistant Coach,COLBY,Malayna Rieck,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=79&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Head Coach,COLBY,Bryon Graun,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=79&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Cross Country,Assistant Coach,COLEMAN,Rose Eppers,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=80&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Cross Country,Head Coach,COLEMAN,Pamela Berg,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=80&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Head Coach,COLEMAN,Josh Pillath,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=80&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,COLEMAN,Rose Eppers,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=80&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Cross Country,Assistant Coach,COLEMAN,Rose Eppers,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=80&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Cross Country,Head Coach,COLEMAN,Pamela Berg,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=80&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Head Coach,COLEMAN,Josh Pillath,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=80&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Assistant Coach,COLEMAN,Rose Eppers,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=80&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Cross Country,Head Coach,COLFAX,Courtney Sarauer,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=81&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Head Coach,COLFAX,Chuck Brown,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=81&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,COLFAX,Mark Pankow,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=81&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Cross Country,Head Coach,COLFAX,Courtney Sarauer,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=81&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Assistant Coach,COLFAX,Tina Johnson,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=81&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Girls Track and Field,Assistant Coach,COLFAX,Chuck Brown,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=81&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Cross Country,Head Coach,COLUMBUS CATHOLIC,Jim Nystrom,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=82&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Head Coach,COLUMBUS CATHOLIC,Jessica Burt,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=82&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI.csv,WI,Boys Track and Field,Assistant Coach,COLUMBUS CATHOLIC,Andrew Scheer,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=82&AllCoaches=True,ok
